"","V1","V2","V3","V4","V5"
"1",0.2,0.233333333333333,0.166666666666667,0.216666666666667,0.183333333333333
"2",0.188679245283019,0.226415094339623,0.188679245283019,0.188679245283019,0.207547169811321
"3",0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804
"4",0.236111111111111,0.180555555555556,0.180555555555556,0.208333333333333,0.194444444444444
"5",0.214285714285714,0.196428571428571,0.196428571428571,0.196428571428571,0.196428571428571
"6",0.242424242424242,0.151515151515152,0.181818181818182,0.242424242424242,0.181818181818182
"7",0.2,0.218181818181818,0.2,0.181818181818182,0.2
"8",0.218181818181818,0.181818181818182,0.218181818181818,0.2,0.181818181818182
"9",0.230769230769231,0.192307692307692,0.192307692307692,0.192307692307692,0.192307692307692
"10",0.172413793103448,0.224137931034483,0.189655172413793,0.224137931034483,0.189655172413793
"11",0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692,0.192307692307692
"12",0.172413793103448,0.258620689655172,0.189655172413793,0.189655172413793,0.189655172413793
"13",0.193548387096774,0.161290322580645,0.225806451612903,0.209677419354839,0.209677419354839
"14",0.183333333333333,0.183333333333333,0.216666666666667,0.216666666666667,0.2
"15",0.192307692307692,0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462
"16",0.19047619047619,0.222222222222222,0.19047619047619,0.238095238095238,0.158730158730159
"17",0.174603174603175,0.285714285714286,0.174603174603175,0.174603174603175,0.19047619047619
"18",0.188405797101449,0.144927536231884,0.217391304347826,0.260869565217391,0.188405797101449
"19",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"20",0.172413793103448,0.189655172413793,0.206896551724138,0.224137931034483,0.206896551724138
"21",0.228070175438596,0.192982456140351,0.228070175438596,0.175438596491228,0.175438596491228
"22",0.17741935483871,0.209677419354839,0.209677419354839,0.225806451612903,0.17741935483871
"23",0.192982456140351,0.210526315789474,0.175438596491228,0.210526315789474,0.210526315789474
"24",0.253731343283582,0.17910447761194,0.17910447761194,0.194029850746269,0.194029850746269
"25",0.189655172413793,0.206896551724138,0.206896551724138,0.172413793103448,0.224137931034483
"26",0.192307692307692,0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692
"27",0.192982456140351,0.175438596491228,0.192982456140351,0.210526315789474,0.228070175438596
"28",0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"29",0.192307692307692,0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462
"30",0.159420289855072,0.159420289855072,0.217391304347826,0.260869565217391,0.202898550724638
"31",0.229508196721311,0.180327868852459,0.180327868852459,0.229508196721311,0.180327868852459
"32",0.181818181818182,0.2,0.2,0.218181818181818,0.2
"33",0.236363636363636,0.181818181818182,0.2,0.2,0.181818181818182
"34",0.211538461538462,0.192307692307692,0.192307692307692,0.211538461538462,0.192307692307692
"35",0.169491525423729,0.23728813559322,0.220338983050847,0.203389830508475,0.169491525423729
"36",0.185714285714286,0.2,0.185714285714286,0.228571428571429,0.2
"37",0.171875,0.203125,0.21875,0.234375,0.171875
"38",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"39",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"40",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"41",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"42",0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"43",0.186440677966102,0.186440677966102,0.220338983050847,0.220338983050847,0.186440677966102
"44",0.236363636363636,0.2,0.181818181818182,0.2,0.181818181818182
"45",0.213114754098361,0.19672131147541,0.19672131147541,0.19672131147541,0.19672131147541
"46",0.218181818181818,0.2,0.181818181818182,0.218181818181818,0.181818181818182
"47",0.25,0.166666666666667,0.183333333333333,0.2,0.2
"48",0.274193548387097,0.17741935483871,0.161290322580645,0.225806451612903,0.161290322580645
"49",0.222222222222222,0.185185185185185,0.203703703703704,0.203703703703704,0.185185185185185
"50",0.185185185185185,0.203703703703704,0.203703703703704,0.203703703703704,0.203703703703704
"51",0.178571428571429,0.178571428571429,0.178571428571429,0.214285714285714,0.25
"52",0.228070175438596,0.175438596491228,0.210526315789474,0.210526315789474,0.175438596491228
"53",0.178571428571429,0.214285714285714,0.214285714285714,0.214285714285714,0.178571428571429
"54",0.192982456140351,0.192982456140351,0.263157894736842,0.175438596491228,0.175438596491228
"55",0.207547169811321,0.207547169811321,0.207547169811321,0.188679245283019,0.188679245283019
"56",0.185185185185185,0.240740740740741,0.185185185185185,0.203703703703704,0.185185185185185
"57",0.188679245283019,0.207547169811321,0.226415094339623,0.188679245283019,0.188679245283019
"58",0.207547169811321,0.207547169811321,0.188679245283019,0.207547169811321,0.188679245283019
"59",0.207547169811321,0.207547169811321,0.207547169811321,0.188679245283019,0.188679245283019
"60",0.189655172413793,0.189655172413793,0.206896551724138,0.224137931034483,0.189655172413793
"61",0.207547169811321,0.207547169811321,0.188679245283019,0.207547169811321,0.188679245283019
"62",0.2,0.236363636363636,0.181818181818182,0.181818181818182,0.2
"63",0.209677419354839,0.17741935483871,0.225806451612903,0.209677419354839,0.17741935483871
"64",0.207547169811321,0.188679245283019,0.188679245283019,0.226415094339623,0.188679245283019
"65",0.17741935483871,0.193548387096774,0.161290322580645,0.274193548387097,0.193548387096774
"66",0.194029850746269,0.17910447761194,0.208955223880597,0.253731343283582,0.164179104477612
"67",0.192307692307692,0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692
"68",0.188679245283019,0.188679245283019,0.226415094339623,0.188679245283019,0.207547169811321
"69",0.181818181818182,0.2,0.2,0.2,0.218181818181818
"70",0.192307692307692,0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692
"71",0.203703703703704,0.185185185185185,0.222222222222222,0.185185185185185,0.203703703703704
"72",0.203703703703704,0.203703703703704,0.222222222222222,0.185185185185185,0.185185185185185
"73",0.174603174603175,0.206349206349206,0.19047619047619,0.206349206349206,0.222222222222222
"74",0.192982456140351,0.192982456140351,0.192982456140351,0.245614035087719,0.175438596491228
"75",0.181818181818182,0.2,0.181818181818182,0.2,0.236363636363636
"76",0.197530864197531,0.259259259259259,0.197530864197531,0.185185185185185,0.160493827160494
"77",0.203703703703704,0.185185185185185,0.222222222222222,0.185185185185185,0.203703703703704
"78",0.211538461538462,0.211538461538462,0.192307692307692,0.192307692307692,0.192307692307692
"79",0.185185185185185,0.203703703703704,0.203703703703704,0.185185185185185,0.222222222222222
"80",0.224137931034483,0.189655172413793,0.189655172413793,0.206896551724138,0.189655172413793
"81",0.188679245283019,0.226415094339623,0.207547169811321,0.188679245283019,0.188679245283019
"82",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"83",0.185185185185185,0.203703703703704,0.222222222222222,0.185185185185185,0.203703703703704
"84",0.224137931034483,0.172413793103448,0.172413793103448,0.241379310344828,0.189655172413793
"85",0.203703703703704,0.185185185185185,0.185185185185185,0.203703703703704,0.222222222222222
"86",0.175438596491228,0.175438596491228,0.228070175438596,0.228070175438596,0.192982456140351
"87",0.184615384615385,0.169230769230769,0.246153846153846,0.215384615384615,0.184615384615385
"88",0.19047619047619,0.19047619047619,0.174603174603175,0.238095238095238,0.206349206349206
"89",0.192307692307692,0.192307692307692,0.211538461538462,0.192307692307692,0.211538461538462
"90",0.226415094339623,0.188679245283019,0.188679245283019,0.188679245283019,0.207547169811321
"91",0.210526315789474,0.175438596491228,0.228070175438596,0.192982456140351,0.192982456140351
"92",0.207547169811321,0.188679245283019,0.188679245283019,0.188679245283019,0.226415094339623
"93",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"94",0.2,0.2,0.2,0.218181818181818,0.181818181818182
"95",0.230769230769231,0.192307692307692,0.192307692307692,0.192307692307692,0.192307692307692
"96",0.192982456140351,0.192982456140351,0.210526315789474,0.210526315789474,0.192982456140351
"97",0.181818181818182,0.218181818181818,0.218181818181818,0.181818181818182,0.2
"98",0.228070175438596,0.192982456140351,0.175438596491228,0.210526315789474,0.192982456140351
"99",0.178571428571429,0.178571428571429,0.196428571428571,0.232142857142857,0.214285714285714
"100",0.207547169811321,0.188679245283019,0.207547169811321,0.188679245283019,0.207547169811321
"101",0.169491525423729,0.23728813559322,0.186440677966102,0.186440677966102,0.220338983050847
"102",0.210526315789474,0.210526315789474,0.228070175438596,0.175438596491228,0.175438596491228
"103",0.207547169811321,0.188679245283019,0.226415094339623,0.188679245283019,0.188679245283019
"104",0.207547169811321,0.188679245283019,0.188679245283019,0.226415094339623,0.188679245283019
"105",0.206896551724138,0.189655172413793,0.224137931034483,0.172413793103448,0.206896551724138
"106",0.203703703703704,0.203703703703704,0.185185185185185,0.203703703703704,0.203703703703704
"107",0.181818181818182,0.218181818181818,0.218181818181818,0.181818181818182,0.2
"108",0.232142857142857,0.196428571428571,0.178571428571429,0.196428571428571,0.196428571428571
"109",0.192982456140351,0.175438596491228,0.210526315789474,0.210526315789474,0.210526315789474
"110",0.192307692307692,0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692
"111",0.180555555555556,0.180555555555556,0.194444444444444,0.208333333333333,0.236111111111111
"112",0.192982456140351,0.192982456140351,0.192982456140351,0.228070175438596,0.192982456140351
"113",0.172413793103448,0.206896551724138,0.206896551724138,0.206896551724138,0.206896551724138
"114",0.211538461538462,0.192307692307692,0.192307692307692,0.211538461538462,0.192307692307692
"115",0.230769230769231,0.192307692307692,0.192307692307692,0.192307692307692,0.192307692307692
